timestamp,policy,proto,src,dst,src_port,dst_port,path
1778465407.4315205,FIFO,tcp,10.0.0.1,10.0.0.5,56266,5135,low_delay
1778465407.4452257,FIFO,tcp,10.0.0.8,10.0.0.2,50846,5136,balanced
1778465407.4681506,FIFO,tcp,10.0.0.3,10.0.0.6,57614,5137,high_bw
1778465407.4708734,FIFO,tcp,10.0.0.5,10.0.0.3,34228,5140,low_delay
1778465407.472676,FIFO,tcp,10.0.0.5,10.0.0.2,48744,5142,balanced
1778465407.4752717,FIFO,tcp,10.0.0.8,10.0.0.3,47972,5138,high_bw
1778465407.4842029,FIFO,tcp,10.0.0.1,10.0.0.5,56160,5141,low_delay
1778465407.4901345,FIFO,tcp,10.0.0.1,10.0.0.8,36358,5139,balanced
1778465407.5030062,FIFO,tcp,10.0.0.1,10.0.0.6,44066,5143,high_bw
1778465407.540188,FIFO,tcp,10.0.0.7,10.0.0.2,39652,5144,low_delay
1778465407.5638494,FIFO,tcp,10.0.0.1,10.0.0.6,35376,5145,balanced
1778465407.6007075,FIFO,tcp,10.0.0.5,10.0.0.3,34248,5146,high_bw
1778465407.601712,FIFO,tcp,10.0.0.6,10.0.0.1,39564,5148,low_delay
1778465407.6171584,FIFO,tcp,10.0.0.4,10.0.0.8,59866,5147,balanced
1778465407.6276193,FIFO,tcp,10.0.0.1,10.0.0.5,33096,5149,high_bw
1778465407.6868367,FIFO,tcp,10.0.0.7,10.0.0.1,49414,5150,low_delay
